ssnn,target,vertical,weight,followers
tw,gouachevalier,aseguradora,1,183
tw,gouveiataxi,hashtag,1,48
tw,gouyerm,aseguradora,1,902
tw,governmentpr,hashtag,1,1375
tw,goyaeuropa,hashtag,1,3424
tw,goyagregory1979,hashtag,1,85
tw,goyoese,info,1,2034
tw,gpaccseguros,hashtag,1,995
tw,gpadrino,aseguradora,1,701
tw,gpelandoculos,info,1,537
tw,gpsemprende,info,1,104
tw,graarbuatti,info,1,1230
tw,gracegr55,info,1,1557
tw,graceortiz,info,1,98
tw,"graciela_leyda",hashtag,1,217
tw,gracielaquemera,info,1,629
tw,gracilaria235,hashtag,1,521
tw,"gracilis_",info,1,377
tw,graffitiborrao,hashtag,1,14390
tw,grahamhays,aseguradora,1,9374
tw,granjaedwin,info,1,148
tw,grapewanyun,hashtag,1,16
tw,gratonisabelle,aseguradora,1,156
tw,grauxavier,hashtag,1,723
tw,"gravela_rc",aseguradora,1,71001
tw,greatpek,info,1,176
tw,grecconancy,retailer,1,242
tw,grecias88,hashtag,1,216
tw,grecobauti,info,1,723
tw,greendotcards,hashtag,1,13702
tw,"greentara_yoga",hashtag,1,455
tw,gregoriacerg,hashtag,1,342
tw,gregorich85,aseguradora,1,8
tw,gregphil,aseguradora,1,10785
tw,gretamarc,info,1,71
tw,gretaures,info,1,69
tw,"greys_fuentes_",hashtag,1,542
tw,greysggr,hashtag,1,484
tw,grifrias,retailer,1,31
tw,griguolpiri,aseguradora,1,55
tw,gringoorbe,hashtag,1,255
tw,griseldaalmada1,info,1,132
tw,griselgimenezf,hashtag,1,217
tw,griselisc,hashtag,1,11
tw,grisellyrs,aseguradora,1,38
tw,gronedson,aseguradora,1,2084
tw,groovmcmagnus,aseguradora,1,58
tw,grossemy5,hashtag,1,5
tw,grouchaaaa,aseguradora,1,45
tw,grumpeoldman,hashtag,1,1394
tw,"grupo_aico",hashtag,1,247
tw,grupoandando,aseguradora,1,527
tw,grupoeurofesa,hashtag,1,768
tw,grupomasmovil,hashtag,1,417
tw,grupopreventiva,hashtag,1,874
tw,grupoyc,hashtag,1,487
tw,gscuervo,info,1,180
tw,gsilva0420,aseguradora,1,19
tw,gspinetta,info,1,105
tw,gspos,aseguradora,1,420
tw,gstwww,info,1,164
tw,guacassanello,retailer,1,49
tw,guadalu58631017,info,1,93
tw,"guadalupe_a",info,1,213
tw,guadaorellana,info,1,478
tw,guadaseguros,hashtag,1,150
tw,guadaterron,info,1,163
tw,guanchutri,retailer,1,747
tw,guapodenebraska,hashtag,1,41
tw,guardmanmarbo,aseguradora,1,447
tw,guaya1810,hashtag,1,1512
tw,"gud_father",hashtag,1,105
tw,gudji123,aseguradora,1,66
tw,guelmanlrg,info,1,15
tw,guerrea13,hashtag,1,4028
tw,gugamayer,info,1,15625
tw,gui971,info,1,666
tw,guiaciudadmx,hashtag,1,12353
tw,guidacerqui,aseguradora,1,79
tw,guidalop64,info,1,124
tw,guidda13,aseguradora,1,348
tw,guidinha346,aseguradora,1,20
tw,guiditen,aseguradora,1,689
tw,guido2804,info,1,45
tw,guidomonje,info,1,197
tw,guidorugo,retailer,1,242
tw,guidosagasti,info,1,166
tw,guidotroccoli,retailer,1,129
tw,guiduarte57,aseguradora,1,566
tw,guiidoward,info,1,796
tw,guilfer1,info,1,48
tw,guilherme315988,aseguradora,1,146
tw,"guille_alonso69",info,1,28
tw,guillecamboriu,retailer,1,17
tw,guilled98,info,1,91
tw,guilledelaeli,info,1,29
tw,guilleguerra2,retailer,1,393
tw,guillermogvzla,hashtag,1,997
tw,guillermosalmo,aseguradora,1,8
tw,guillotevb,info,1,60
tw,guipetruccelli,info,1,1559
tw,guitfast,aseguradora,1,77
tw,guiyesz,info,1,451
tw,gurivalentino,info,1,199
tw,gusariotti,info,1,109
tw,gusdancos,aseguradora,1,25
tw,gusiglesias,info,1,95
tw,gusjuarez63,info,1,571
tw,gussalvay,info,1,483
tw,gusssduarte,info,1,31
tw,gustavo47855218,hashtag,1,10
tw,"gustavo_dogui",info,1,76
tw,"gustavo_santoro",info,1,1448
tw,gustavobriend,info,1,996
tw,gustavobuffoni,info,1,57
tw,gustavodamianv2,aseguradora,1,192
tw,gustavofabin11,info,1,113
tw,gustavoipadilla,hashtag,1,10766
tw,gustawilde,aseguradora,1,1769
tw,gutierrezlauta,info,1,421
tw,guuch1,info,1,175
tw,guuetche,info,1,219
tw,guylainesimard4,aseguradora,1,2381
tw,guzmansuli1,hashtag,1,131
tw,"gwala_mtho",hashtag,1,53
tw,gzalosrrano,aseguradora,1,532
tw,"h_etchaleco",info,1,647
tw,"h_iglesias",hashtag,1,1685
tw,hache1111,info,1,112
tw,hachesantos22,info,1,35
tw,"hack2in_l2",info,1,287
tw,haiku84165907,hashtag,1,189
tw,haikuuuuuuuuuuu,retailer,1,117
tw,"halb_p",hashtag,1,362
tw,halifaxauthor,hashtag,1,6046
tw,hanita6450,hashtag,1,2428
tw,"hank_escorpio",info,1,43
tw,hanndeyll,hashtag,1,194
tw,hanoyoungx,aseguradora,1,62
tw,hansolo57539276,retailer,1,19
tw,happelle,aseguradora,1,3453
tw,"happymy_love",aseguradora,1,76369
tw,harhunareto,hashtag,1,657
tw,haroldbelisari5,hashtag,1,64
tw,harrisonsiband2,hashtag,1,29
tw,harry92430858,hashtag,1,50
tw,harryjjwalker,hashtag,1,75
tw,hartmanariel,info,1,300
tw,haskour13,hashtag,1,260
tw,"hasta_los_cocos",aseguradora,1,3269
tw,hastaprontocata,aseguradora,1,3133
tw,hateweekends,info,1,209
tw,haymalimali,info,1,74
tw,"hazel_moni_",aseguradora,1,38
tw,"hazem_salah8",hashtag,1,267
tw,hciudaddeburgos,hashtag,1,2721
tw,hcuadrado64,info,1,91
tw,hdjebar,aseguradora,1,562
tw,hdog317,aseguradora,1,188
tw,hdoutre,info,1,252
tw,heatherpeno,hashtag,1,732
tw,"heberth_f",hashtag,1,1964
tw,hechoentucuman,info,1,4816
tw,hectoreocho8a,hashtag,1,264
tw,hectorlavoes,aseguradora,1,9
tw,hectorvidalher2,aseguradora,1,10
tw,hectorvipv,hashtag,1,212
tw,hectory2k,info,1,527
tw,hedubardo,info,1,3016
tw,"heidi_maca",info,1,2865
tw,helderbastos28,aseguradora,1,425
tw,"helena_estrada",info,1,1732
tw,helenamagusto,aseguradora,1,242
tw,"helio_carneiro",info,1,119
tw,"helio_santiago",hashtag,1,593
tw,hellosouajessyb,aseguradora,1,881
tw,hellovtf,aseguradora,1,189
tw,helo1world4ever,hashtag,1,826
tw,"helvetia_es",hashtag,1,4307
tw,hendyulo,hashtag,1,11
tw,henkcavallotti,aseguradora,1,360
tw,henriettesumiko,aseguradora,1,276
tw,henrilon1950,info,1,145
tw,henriquemoniz13,aseguradora,1,267
tw,henryjavierve,hashtag,1,827
tw,heriber43471104,hashtag,1,6
tw,hermanboldt,info,1,322
tw,hernancamusso,aseguradora,1,794
tw,hernanix,info,1,205
tw,hernanpanessi,info,1,14796
tw,hernanpelayes,info,1,39
tw,hernanraffaelli,retailer,1,81
tw,hernansantareli,info,1,379
tw,hernantoma,info,1,43
tw,herrnan,retailer,1,150
tw,het2org,hashtag,1,265
tw,heycarlosmon,aseguradora,1,7
tw,heyimrochinha,aseguradora,1,115
tw,hgreen1978,aseguradora,1,54
tw,hijadejuana,info,1,229
tw,hilcab,hashtag,1,749
tw,hildacastr,hashtag,1,202
tw,"hipismo_campeon",aseguradora,1,969
tw,"hipismo_total",aseguradora,1,1256
tw,hipismoloteril,hashtag,1,7525
tw,hipoyteca,retailer,1,7
tw,hirosontan,hashtag,1,44
tw,hisominnie,hashtag,1,30
tw,histoirefrance2,aseguradora,1,27
tw,hjcantillo1967,aseguradora,1,250
tw,hjpere2,info,1,13
tw,hmr1973,hashtag,1,1853
tw,hobela2,info,1,205
tw,hoeg1,hashtag,1,120
tw,hogardjacques,aseguradora,1,1477
tw,holalaurahola,info,1,64
tw,holamauri,info,1,399
tw,holasoytaco,hashtag,1,8
tw,holid8app,aseguradora,1,2635
tw,hollameprince,hashtag,1,72
tw,homehotel,info,1,5838
tw,"honda_zacatecas",hashtag,1,203
tw,"honey_zz7",hashtag,1,251
tw,honorineingrid,aseguradora,1,354
tw,"hope_maze",hashtag,1,550
tw,hoplitas1,hashtag,1,98
tw,horfelg,hashtag,1,1630
tw,horizontextrem,hashtag,1,25
tw,"hormiga_tinta",hashtag,1,25
tw,hornet28,info,1,401
tw,hortex7,aseguradora,1,689
tw,hoserafael1,hashtag,1,2236
tw,hotandhumid,hashtag,1,1122
tw,hotcanalla,info,1,2754
tw,"hotellevante_es",hashtag,1,1322
tw,hovellmj,hashtag,1,48
tw,howdeniberia,hashtag,1,358
tw,hoyvivo,info,1,387
tw,hphaswani,hashtag,1,120
tw,hpintor32,aseguradora,1,125
tw,hrvardei,info,1,135
tw,hschedel1493,hashtag,1,5
tw,hsiesquen,aseguradora,1,18
tw,httpcarolina,aseguradora,1,149
tw,httpscamii,info,1,6105
tw,hudsongranate,info,1,236
tw,hugemelmoth,hashtag,1,1246
tw,hugo889918251,aseguradora,1,91
tw,"hugo_mlopez",info,1,192
tw,"hugo_ramos18",aseguradora,1,21
tw,hugodanielsosa,info,1,385
tw,hugoflourenco,hashtag,1,40
tw,hugogon33,aseguradora,1,89
tw,hugomoreiraa23,aseguradora,1,45
tw,hugoram99186397,hashtag,1,58
tw,hugosilver7902,aseguradora,1,143
tw,hugotanco,info,1,530
tw,huihui2209,retailer,1,3
tw,huishte,hashtag,1,3350
tw,hujisawa4,aseguradora,1,503
tw,hunterheadline,hashtag,1,2049
tw,hunterperu,hashtag,1,169
tw,huracandorado,info,1,177
tw,hurtadozaidaa,hashtag,1,3512
tw,hyrupediaz,hashtag,1,461
tw,hyshop129,hashtag,1,79
tw,hyuneirys,hashtag,1,67
tw,i027614,aseguradora,1,712
tw,"i_fgoncalves",aseguradora,1,64
tw,"i_love_df",hashtag,1,6786
tw,iaealumni,aseguradora,1,1573
tw,iairmendezz,info,1,26
tw,"iamariaclara_",aseguradora,1,72
tw,iambabilo,hashtag,1,9706
tw,iamchuchulee,hashtag,1,737
tw,iammailen,info,1,101
tw,iammaliee,hashtag,1,570
tw,iampaolaortega,hashtag,1,1297
tw,iamruimartins,aseguradora,1,28
tw,iamsebas1950,hashtag,1,0
tw,ianir,info,1,755
tw,ianjohnson79,hashtag,1,470
tw,ianrobo1,hashtag,1,1795
tw,ianypoli,info,1,170
tw,"iara__patricia",aseguradora,1,246
tw,"iara_neto",aseguradora,1,730
tw,"iara_pereira1",aseguradora,1,1127
tw,iberastegi,hashtag,1,661
tw,iberianig,hashtag,1,1000
tw,"ibrahim_bedir",hashtag,1,387
tw,"ibrahim_ssn",hashtag,1,30
tw,ibst77,aseguradora,1,1773
tw,"ibuco_13",aseguradora,1,332
tw,icameronb,hashtag,1,364
tw,icardo8,info,1,426
tw,icarramao,aseguradora,1,26
tw,icazzimiei,hashtag,1,156
tw,"icea_es",hashtag,1,6481
tw,icgomes20,aseguradora,1,41
tw,iclau70,retailer,1,253
tw,"icmif_micro",info,1,627
tw,icmsocial,aseguradora,1,77
tw,iconfisayo,hashtag,1,301
tw,idaldocardozo,info,1,348
tw,ideaarg,info,1,5489
tw,ideasaha,hashtag,1,1650
tw,idesspocrlh,aseguradora,1,789
tw,idmpl,hashtag,1,1945
tw,"idolos_enovelas",hashtag,1,347
tw,idp240664,hashtag,1,983
tw,ielloradiossa,aseguradora,1,484
tw,ieracimaxii,retailer,1,595
tw,ifeer99,aseguradora,1,216
tw,igarzabalitasfc,info,1,2969
tw,"igna_gimenez",hashtag,1,768
tw,ignaaciomedina,info,1,283
tw,ignaciagaita,aseguradora,1,40
tw,ignacionachos07,info,1,27
tw,ignacionemina,info,1,76
tw,ignarl,info,1,284
tw,ignorame,retailer,1,1574
tw,iguanasanchez1,retailer,1,24
tw,ihudsonagency,hashtag,1,398
tw,iib10iris,info,1,6397
tw,iipurpleyouu,hashtag,1,518
tw,iisadoralmeiida,aseguradora,1,81
tw,"iisame_52",hashtag,1,1158
tw,ijossc,aseguradora,1,277
tw,"ikkifenix__",info,1,1247
tw,"ikome_flow",hashtag,1,902
tw,iksnilepoguh,info,1,1333
tw,ilconcilieri,info,1,371
tw,ilconsultor,aseguradora,1,29
tw,"ileney_w",hashtag,1,555
tw,ilinkfallen,info,1,52
tw,iliojaimes,hashtag,1,1143
tw,illanessandra,aseguradora,1,251
tw,imaambat,hashtag,1,284
tw,imaginenuri,aseguradora,1,1345
tw,imanocas,aseguradora,1,242
tw,imaryy6,aseguradora,1,161
tw,imcosta,info,1,112
tw,imjosechaidez,hashtag,1,312
tw,imnotreallyben,info,1,50
tw,inakicalvo,aseguradora,1,90
tw,incamaria,retailer,1,211
tw,indialimonkilo,info,1,211
tw,indira2107,hashtag,1,145
tw,indiyahr,hashtag,1,357
tw,indoorpadel7,hashtag,1,220
tw,inecanale,retailer,1,268
tw,inecitalegui9,aseguradora,1,63
tw,ineesbatistaa,aseguradora,1,385
tw,"inefable_bts",hashtag,1,751
tw,inelugil,info,1,73
tw,inemariaines,info,1,43
tw,ines13duarte,aseguradora,1,94
tw,ines1569,aseguradora,1,540
tw,"ines_antunes_",aseguradora,1,128
tw,"ines_barb",aseguradora,1,318
tw,"ines_bastos17",aseguradora,1,1141
tw,"ines_cera",aseguradora,1,351
tw,"ines_ferreira38",aseguradora,1,115
tw,"ines_nunes_5",aseguradora,1,251
tw,"ines_sm155",aseguradora,1,211
tw,"ines_sofiaa",aseguradora,1,70
tw,"inesalmeida_08",aseguradora,1,861
tw,inesantunes12,aseguradora,1,360
tw,inesbaravalle,info,1,37
tw,inesbpinto9,aseguradora,1,430
tw,inescerqueiraa,aseguradora,1,529
tw,inesestrela1720,aseguradora,1,785
tw,inesflorencio19,aseguradora,1,93
tw,inesfmc60,aseguradora,1,145
tw,inesfpeixoto,aseguradora,1,18
tw,inesfsilvaa,aseguradora,1,381
tw,inesloirinha7,aseguradora,1,120
tw,inesofiaaaaa,aseguradora,1,154
tw,inesramalhosa03,aseguradora,1,230
tw,inessilvaa11,aseguradora,1,39
tw,inessilvaa36,aseguradora,1,256
tw,"inessmonteiro_",aseguradora,1,91
tw,"inesspacheco_",aseguradora,1,489
tw,"inessrb_",aseguradora,1,287
tw,inesssp18,aseguradora,1,289
tw,ineszsilva,aseguradora,1,763
tw,infanciamdq,aseguradora,1,528
tw,"infiressgirl_",hashtag,1,117
tw,"info_tgss",hashtag,1,33828
tw,"infopolizas_com",hashtag,1,2477
tw,informativo63,hashtag,1,2283
tw,infrapue,hashtag,1,2970
tw,"ing_mcabrera",retailer,1,176
tw,ingrid13cdmx,aseguradora,1,810
tw,ingridja4,aseguradora,1,81
tw,ingsantafesino,info,1,1272
tw,"injured_fc",hashtag,1,1430
tw,inlogiq,hashtag,1,44
tw,innpinto,aseguradora,1,1734
tw,"ins_pena",aseguradora,1,668
tw,insaurraldenqn,info,1,503
tw,insrodr213,aseguradora,1,163
tw,"instituto_def",hashtag,1,590
tw,insurancebizau,hashtag,1,4171
tw,insurancebizuk,hashtag,1,4672
tw,insurancecanvas,hashtag,1,4327
tw,intedya,hashtag,1,1658
tw,interdemadrid,aseguradora,1,4470
tw,interesantiment,hashtag,1,45
tw,"intermundial_es",hashtag,1,5311
tw,"interwelt_mundo",hashtag,1,368
tw,inxxxxs,aseguradora,1,64
tw,ioiassonis,info,1,1326
tw,ioiorros,info,1,25
tw,ionaydisprez,hashtag,1,154
tw,iovemail,hashtag,1,623
tw,ipablog,info,1,572
tw,ipompis,info,1,307
tw,iraidamargarita,hashtag,1,1009
tw,irasciblejj,info,1,376
tw,iravendrell,aseguradora,1,751
tw,irayd89,hashtag,1,1828
tw,ireabascal,hashtag,1,261
tw,irecarmen,aseguradora,1,381
tw,irenegomez756,aseguradora,1,86
tw,ireneya57,hashtag,1,47
tw,irfanriansyahhh,hashtag,1,844
tw,iriferreiro,info,1,146
tw,irisfeblesyaho1,hashtag,1,20
tw,irishii636,hashtag,1,769
tw,irlandamercede1,hashtag,1,2
tw,"irma_rodri",hashtag,1,5077
tw,irmardiladecar,hashtag,1,36
tw,irodriguez117,hashtag,1,346
tw,iror109,hashtag,1,1207
tw,irvlo,hashtag,1,30
tw,isa243hn,hashtag,1,641
tw,isa332010,hashtag,1,846
tw,"isaa_cunhaa",aseguradora,1,310
tw,"isabel_a_smiler",aseguradora,1,316
tw,"isabel_allue",hashtag,1,86
tw,isabelcosta274,aseguradora,1,9
tw,isabelherrera34,aseguradora,1,508
tw,isabelledu7121,aseguradora,1,1167
tw,isabellyta10,aseguradora,1,187
tw,isabelmeirele15,aseguradora,1,59
tw,isabelpinho99,aseguradora,1,57
tw,isabelrodrigzz,aseguradora,1,2363
tw,isabelsturla,retailer,1,311
tw,isabelvega792,aseguradora,1,1415
tw,isacard,retailer,1,586
tw,isacorreia016,aseguradora,1,78
tw,"isalud_",hashtag,1,181
tw,isaluini,retailer,1,1867
tw,isalynn5328,aseguradora,1,480
tw,isbaracaldis,aseguradora,1,434
tw,"isf_mills",aseguradora,1,916
tw,isidoritoelrey,aseguradora,1,6002
tw,isinhafroes,aseguradora,1,526
tw,isitolin,info,1,55
tw,islavalle,info,1,2056
tw,islpc,aseguradora,1,466
tw,ismacavs,info,1,1478
tw,ismaelkarvajall,hashtag,1,197
tw,ismaelluzardo,hashtag,1,380
tw,ismvalsyr,aseguradora,1,4836
tw,isolina4444,info,1,173
tw,"istiyaque_lfc",hashtag,1,106
tw,"it_tampa",hashtag,1,63
tw,itassets,info,1,260
tw,itba,info,1,5674
tw,itcocqvf,aseguradora,1,182
tw,itinara,aseguradora,1,768
tw,"ito____004",hashtag,1,328
tw,"its_capela",aseguradora,1,11
tw,itsallexandraaa,aseguradora,1,260
tw,itsangel0807,aseguradora,1,54
tw,itsbiatbh,aseguradora,1,451
tw,"itsbruna__",aseguradora,1,366
tw,itsbrunafaria1,aseguradora,1,52
tw,itscaffers,hashtag,1,740
tw,itsdafnet,hashtag,1,2012
tw,itsfaresse,hashtag,1,3405
tw,itsflaviarq,aseguradora,1,972
tw,itsfolajimi,hashtag,1,202
tw,itsiarababes,aseguradora,1,68
tw,itsmariianaaa,aseguradora,1,333
tw,itsmejacqyy,aseguradora,1,336
tw,itsornacia,info,1,61
tw,itsritaxx,aseguradora,1,523
tw,itssantifisher,aseguradora,1,375
tw,"itz_ioa",hashtag,1,345
tw,itzamarpr,hashtag,1,7012
tw,iuy0jx47obzfilo,info,1,708
tw,"ivan_garello",info,1,598
tw,"ivan_stinson",hashtag,1,155
tw,ivangaston,info,1,220
tw,ivanlashman,hashtag,1,236
tw,ivonneflores24,hashtag,1,442
tw,ivonnesolla,hashtag,1,52261
tw,ivorod691,hashtag,1,29
tw,j3tt4tur4,hashtag,1,2492
tw,"j_almaguer",aseguradora,1,1666
tw,"j_brnl",hashtag,1,2704
tw,"j_contrecourant",aseguradora,1,133
tw,"j_dulitzky",info,1,84
tw,"j_liege",hashtag,1,251
tw,"j_pepo",info,1,196
tw,"j_reck90",hashtag,1,139
tw,jaamfan,hashtag,1,362
tw,jaavii009,hashtag,1,205
tw,jabihaumigasuki,aseguradora,1,393
tw,"jac_travel",info,1,31
tw,"jack_sparry",hashtag,1,115
tw,jackdanielsok,retailer,1,16
tw,"jackee_ssn",hashtag,1,9
tw,jackie2406,hashtag,1,115
tw,jackvales,hashtag,1,97
tw,jacoafc,hashtag,1,267
tw,jacobiteabroad,hashtag,1,950
tw,jacojvr,hashtag,1,325
tw,jacopogiliberto,aseguradora,1,6062
tw,jacopoveronica,info,1,45
tw,"jacques_ekofo",aseguradora,1,1547
tw,jacquim33,hashtag,1,6333
tw,jadekin,info,1,588
tw,jaguarvc,info,1,632
tw,jahange57182174,hashtag,1,2
tw,jahicenta49,hashtag,1,1413
tw,jaimearch,aseguradora,1,6129
tw,jaimemorelos,aseguradora,1,870
tw,jairaison,aseguradora,1,19379
tw,jairivanvt,aseguradora,1,187
tw,jairogonzalez74,hashtag,1,605
tw,jaiverjsanchez,hashtag,1,51
tw,jajamaru6,hashtag,1,5406
tw,jalburquequerom,aseguradora,1,30
tw,jalfonsotorre,hashtag,1,43
tw,jama867,hashtag,1,123
tw,"james_mulville",hashtag,1,981
tw,jamescolesky,hashtag,1,2995
tw,jamide25,hashtag,1,349
tw,jamiecaines2,hashtag,1,1392
tw,janhloch,hashtag,1,108
tw,janicklavoie,aseguradora,1,271
tw,janiregarcisan,hashtag,1,375
tw,jannisjopplin,info,1,20
tw,jano314,info,1,10516
tw,janoscalle,hashtag,1,129
tw,japaezr50,hashtag,1,591
tw,jaquelinamarqu7,aseguradora,1,26
tw,jaquelinatui,retailer,1,63
tw,"jaquenod_mar",info,1,11
tw,jaramilloeps,hashtag,1,23
tw,jarethfloresss,aseguradora,1,126
tw,jarivasa,hashtag,1,391
tw,jarryposter,info,1,132
tw,"jarvi_reyes",hashtag,1,2304
tw,"jash_81",info,1,462
tw,jasonma23793218,aseguradora,1,162
tw,jasundlt,retailer,1,624
tw,jaumegilallianz,aseguradora,1,53
tw,"javi_inyourface",hashtag,1,641
tw,javier73102728,hashtag,1,39
tw,javierchirom,info,1,794
tw,javierfornasero,info,1,130
tw,javiermaidana,info,1,162
tw,javiermarti99,info,1,61
tw,javierminano,hashtag,1,5122
tw,javierminn,info,1,41
tw,javiernlopez,info,1,100
tw,javierr48558011,hashtag,1,19
tw,javierrovira16,hashtag,1,10
tw,javiers76612193,hashtag,1,186
tw,javieryearson,hashtag,1,595
tw,javierzamrod,hashtag,1,237
tw,javigio,info,1,96
tw,javipuli2,hashtag,1,213
tw,javofontana,aseguradora,1,92
tw,javom6,info,1,4
tw,javooronel,info,1,111
tw,"jaybee_efc",hashtag,1,206
tw,jayfonsecapr,aseguradora,1,367367
tw,jaymefloresr,aseguradora,1,52
tw,jazmin49022772,hashtag,1,44
tw,jazminrivarola7,hashtag,1,743
tw,"jazzojeda_",hashtag,1,164
tw,"jb_baptista_2",aseguradora,1,265
tw,jbcadier,aseguradora,1,69992
tw,jbernardo28,info,1,486
tw,jc132311,hashtag,1,143
tw,jcanipi,aseguradora,1,123
tw,jcbueno76,retailer,1,39
tw,jcfb13,hashtag,1,272
tw,jcfigueroaz,info,1,41
tw,jckngn,hashtag,1,426
tw,jcleon69,hashtag,1,335
tw,jcnova28,hashtag,1,2965
tw,jcombale,aseguradora,1,289
tw,jcparedesluna,hashtag,1,162
tw,jcpuentearnaon,aseguradora,1,95
tw,jcrminyana,hashtag,1,402
tw,jcur15,hashtag,1,5
tw,jd72neo,hashtag,1,3307
tw,jdaoulatli,info,1,135
tw,jdavidgd,hashtag,1,701
tw,jderekarmstrong,hashtag,1,248
tw,jdlfontainexxi,aseguradora,1,622
tw,"je_cardoza",hashtag,1,477
tw,"jean_blaize",aseguradora,1,14
tw,"jean_carleton",aseguradora,1,808
tw,jeanduma1,aseguradora,1,1704
tw,jeangauthier01,aseguradora,1,17
tw,jeanpaulminaya1,aseguradora,1,6
tw,jeanrobintahiti,aseguradora,1,452
tw,jeanvidal,hashtag,1,646
tw,jeballesteros,info,1,4336
tw,jecabrejos1,aseguradora,1,575
tw,jeecky92,aseguradora,1,201
tw,jehermaling,info,1,944
tw,jehhalmeidaa,aseguradora,1,315
tw,jehsilvaa12,aseguradora,1,648
tw,jehumartinez88,info,1,8
tw,jeiryfernandez,hashtag,1,55
tw,jelizabeth58,hashtag,1,252
tw,jememarre75,aseguradora,1,15
tw,jendifro,hashtag,1,241
tw,jendluna1,hashtag,1,1125
tw,jengongil,hashtag,1,145
tw,jenibeybee,hashtag,1,1196
tw,jennife30907706,hashtag,1,126
tw,"jennifercano_",aseguradora,1,663
tw,jenny245,aseguradora,1,66
tw,jenny72514579,hashtag,1,263
tw,"jenny_wy29",hashtag,1,341
tw,jennyvillalrbm,hashtag,1,118
tw,jerrellniu,hashtag,1,323
tw,"jesi_1410",info,1,3545
tw,"jesi_bm",info,1,8
tw,jesjes2518,hashtag,1,141
tw,jess48683288,aseguradora,1,2
tw,"jess__blossom",info,1,811
tw,jessen30,aseguradora,1,32
tw,jessfreitas26,aseguradora,1,722
tw,jessica2302,aseguradora,1,45
tw,jessicaspiinola,aseguradora,1,100
tw,jessimoreben,aseguradora,1,974
tw,jessmen26,aseguradora,1,46
tw,jesuita13,hashtag,1,280
tw,jesuper1,hashtag,1,149
tw,jesus15880219,hashtag,1,30
tw,jesusaguerososa,hashtag,1,294
tw,jesuseduardo15,hashtag,1,2323
tw,jesusevangile,aseguradora,1,229
tw,jesusfermin,hashtag,1,487
tw,jesusgar10,aseguradora,1,309
tw,jesusitoooe,hashtag,1,206
tw,jesusjesuscanto,aseguradora,1,409
tw,jesusquinteron,aseguradora,1,9243
tw,jesusvera15,hashtag,1,1570
tw,"jet_milton",aseguradora,1,890
tw,jetlifeual,info,1,369
tw,jeykiragomez,hashtag,1,396
tw,jeymendezz,info,1,127
tw,"jf_lamont",aseguradora,1,179
tw,jfreyes50,hashtag,1,52
tw,jfrmtl,aseguradora,1,238
tw,jgarciau1980,aseguradora,1,882
tw,jggalvisa82,hashtag,1,24
tw,jgrassocba,info,1,46
tw,jgrosjean7,aseguradora,1,1263
tw,"jh_fernandez",aseguradora,1,91
tw,jhabberwocky,hashtag,1,1340
tw,jhcvetic,info,1,134
tw,jheny1876,hashtag,1,117
tw,jherreraarenas,hashtag,1,469
tw,jhn1st,info,1,403
tw,"jhoanj_29",hashtag,1,349
tw,jhonatanr1991,retailer,1,220
tw,jhonny1853,aseguradora,1,24
tw,jhorstorres,aseguradora,1,203
tw,jhumbert7474,hashtag,1,1924
tw,jhvaz5,aseguradora,1,108
tw,jijijodebuta,retailer,1,80
tw,"jim_peralta",aseguradora,1,32
tw,jimegago,info,1,568
tw,jimena38780755,aseguradora,1,35
tw,jimenah,info,1,883
tw,jimerodio,aseguradora,1,157
tw,jimin7859,hashtag,1,271
tw,"jimin_hermoso",hashtag,1,781
tw,"jimina_",retailer,1,135
tw,jiminssixbts,hashtag,1,356
tw,"jimmy_kikez",hashtag,1,27
tw,"jinxed_1",hashtag,1,1180
tw,jiscaqc,aseguradora,1,932
tw,jitaeist,hashtag,1,3394
tw,jivanrios,info,1,1129
tw,jjchdeparra4,hashtag,1,249
tw,jjlanfranco,info,1,195
tw,jjpcrespo,hashtag,1,276
tw,jjpp58,info,1,157
tw,jjrcrux,info,1,11
tw,jjstephensv,hashtag,1,1752
tw,jjulisx,hashtag,1,697
tw,jjutrimarco,retailer,1,142
tw,jk161430,hashtag,1,69
tw,jkamitatukedy,aseguradora,1,3057
tw,jkflair11,hashtag,1,415
tw,jkolkin,aseguradora,1,1579
tw,jkslovemotoy,hashtag,1,45
tw,jlboci,hashtag,1,17
tw,jlgibault,aseguradora,1,473
tw,jlop02,hashtag,1,195
tw,jmapayel,info,1,439
tw,jmdepo,info,1,16
tw,jmdurruty,info,1,1358
tw,jmejiapilot,retailer,1,36
tw,jmgalli11,info,1,74
tw,jmledbat,aseguradora,1,1511
tw,jmmartinez84,info,1,260
tw,jmmbw,info,1,943
tw,jmnbsz,info,1,220
tw,jmpizana,hashtag,1,1127
tw,jmpotttier,aseguradora,1,15
tw,jmsc70,aseguradora,1,121
tw,jnbala33,hashtag,1,188
tw,jnieves141,aseguradora,1,34
tw,jnogueira17,aseguradora,1,610
tw,"jns_joe",hashtag,1,99
tw,jo8bef,aseguradora,1,203
tw,joaasegura,info,1,256
tw,joacomaiztegui,info,1,450
tw,joacoozzygnr,hashtag,1,223
tw,joakogoyco,info,1,294
tw,"joana__f",aseguradora,1,644
tw,"joana_almeida_1",aseguradora,1,694
tw,"joana_galego99",aseguradora,1,455
tw,"joana_lopes___",aseguradora,1,85
