target,ssnn,vertical,weight
"blackdolls_luse",tw,hashtag,3
blogin,tw,info,3
"bnpp_cardif",tw,hashtag,3
bnppcardiftr,tw,hashtag,3
bolsodemano,tw,info,3
bonacristina1,tw,info,3
breizhdieub,tw,aseguradora,3
brenknudsen,tw,info,3
btassist,tw,hashtag,3
buky1974,tw,info,3
burulandia,tw,info,3
caamicondee,tw,info,3
cachivachestyle,tw,info,3
camaravtelopez,tw,aseguradora,3
camellia2016,tw,info,3
"cardinal_jon",tw,aseguradora,3
caritoadoue,tw,retailer,2
caritoadoue,tw,info,1
carlamarianagoi,tw,info,3
carlosmescobedo,tw,aseguradora,3
carlosnese,tw,aseguradora,3
"casa_de_naipes",tw,info,3
casteloli,tw,info,3
castinati,tw,info,3
cecicream,tw,info,3
cecikotodij,tw,info,2
cecikotodij,tw,aseguradora,1
celcordoba,tw,info,3
celesmonaco,tw,info,3
celymaiemel,tw,info,2
celymaiemel,tw,retailer,1
ceneon,tw,info,3
cesaramamone,tw,info,3
"cese_carp",tw,info,3
charlymj,tw,info,3
chichodisanto,tw,info,3
"clasab_aviation",tw,info,3
"cloud__walker",tw,hashtag,3
cokenrum1,tw,info,3
colussimi,tw,info,3
comyto,tw,info,3
costanano,tw,retailer,3
crewonboard,tw,info,3
crisarm1,tw,hashtag,3
crissalva79,tw,info,3
cuyonoticias,tw,info,3
d4mi13,tw,info,3
danielanovoa,tw,info,3
"daro_lopez",tw,info,3
dboldini,tw,info,3
decidilo,tw,aseguradora,3
"denis_i_barrios",tw,info,2
"denis_i_barrios",tw,aseguradora,1
dianaesuarez,tw,info,3
dianaime,tw,info,3
diborda10,tw,info,3
diegodirenzo,tw,info,3
diegrodrig552,tw,info,3
dierija,tw,info,3
"dj_buzor",tw,hashtag,3
djinora,tw,info,3
dolomas,tw,info,3
dominicanosnyc,tw,hashtag,3
"ed78_75",tw,aseguradora,3
edelweiss330,tw,info,3
elchelo09,tw,info,3
elenaserena5,tw,aseguradora,3
"elisa_ssn",tw,hashtag,3
elopalleiro,tw,retailer,2
elopalleiro,tw,info,1
elpelaseen,tw,retailer,3
elsur1972,tw,info,2
elsur1972,tw,aseguradora,1
eltanovezzaro,tw,info,3
eltucuperez,tw,info,3
elvuelta,tw,info,3
emgfind,tw,hashtag,3
"ericc_riki",tw,aseguradora,3
eriflorido,tw,retailer,2
eriflorido,tw,info,1
eugeghynst,tw,retailer,3
ezeotero,tw,info,3
ezevelasco74,tw,info,3
fabilosana,tw,info,3
familiadeviaje,tw,retailer,2
familiadeviaje,tw,info,1
faycla,tw,info,3
fedepivetta,tw,retailer,3
"fedito_",tw,info,2
"fedito_",tw,aseguradora,1
feronboardblog,tw,retailer,2
feronboardblog,tw,info,1
ferquiros,tw,info,3
fferalonso,tw,info,3
flap152,tw,info,3
flaperegrin,tw,info,3
florcitasim,tw,info,3
"floreny_okey",tw,info,3
florfrajlich,tw,aseguradora,3
floridasflora,tw,info,3
flowerytime,tw,info,3
fp118fp,tw,aseguradora,3
gabolistorti,tw,info,3
gabrielarana197,tw,info,3
ganikol,tw,hashtag,3
geriigeeri,tw,info,2
geriigeeri,tw,retailer,1
"german_alexis",tw,info,3
gina18399829,tw,aseguradora,3
"gini_m",tw,info,3
glyphosate9570,tw,hashtag,3
gonzalofalcone,tw,retailer,3
gpettinari,tw,retailer,3
granwillyarg7,tw,retailer,3
gringadunn,tw,hashtag,3
grupoprovincia,tw,hashtag,3
"guido_rossetti",tw,info,3
guilegrande,tw,info,3
guisoamatey,tw,info,3
guneweenz,tw,hashtag,3
"gutinho_jqs",tw,info,3
happylife681,tw,aseguradora,3
happytosignapp,tw,info,3
"heidi_cardinal",tw,aseguradora,3
henryguilarte1,tw,info,2
henryguilarte1,tw,hashtag,1
hernanpadilla51,tw,hashtag,3
hhernanggarcia,tw,info,3
holaviajecom,tw,info,3
homine10,tw,info,3
ialzua,tw,info,3
iapseroficial,tw,info,3
"ichigo_sakura5",tw,hashtag,3
igsaizar,tw,aseguradora,3
ilhamakbaarrr,tw,hashtag,3
imvalv,tw,info,3
inesefuture,tw,hashtag,3
"inesita64_",tw,info,2
"inesita64_",tw,aseguradora,1
inggustavogomez,tw,info,3
isabel2211,tw,info,3
isabelfer64,tw,info,3
islastortuga,tw,info,3
itsjillgardner,tw,hashtag,3
"ius_2014",tw,info,3
"j_degli_esposti",tw,hashtag,3
"j_fernandez119",tw,aseguradora,3
jardindelviaje,tw,aseguradora,3
javisello,tw,info,2
javisello,tw,aseguradora,1
jccasanovap,tw,info,3
jg26895574,tw,info,3
jnsantiago,tw,info,3
jocharom,tw,aseguradora,3
jonathangrados,tw,aseguradora,3
jonybeta,tw,aseguradora,3
jorgegalindo201,tw,aseguradora,3
jorgenatale17,tw,aseguradora,3
josephd357,tw,hashtag,3
josexsaez,tw,info,3
joshuaginer,tw,info,3
jrobles1950,tw,info,3
juanisozuna,tw,retailer,3
juanjm87,tw,aseguradora,3
juanldegracia,tw,aseguradora,3
juanrosmith,tw,info,3
jueichenberger,tw,info,2
jueichenberger,tw,aseguradora,1
juliacameorgar1,tw,aseguradora,3
julypalu,tw,info,3
jybig61,tw,aseguradora,3
karubarchetta1,tw,info,3
kerboitserge,tw,aseguradora,3
kpluengo,tw,info,3
"kra_ssn",tw,hashtag,3
kraeuterverbena,tw,hashtag,3
"krunch_fr",tw,aseguradora,3
lacoseguros,tw,aseguradora,3
ladyastwell,tw,info,3
ladymojica3,tw,aseguradora,3
ladytormenta,tw,aseguradora,3
lapardajuana,tw,info,3
lariparada,tw,aseguradora,3
lcmm18,tw,retailer,3
"leaa_legal",tw,info,3
"lean_ct",tw,retailer,3
"leandro_twitt",tw,info,3
leandrolopezar1,tw,aseguradora,3
"leon_viajero",tw,info,3
"lg_rdt",tw,info,3
licrp,tw,info,3
lmoldero,tw,info,3
lorenajauregui,tw,info,3
loresan71,tw,retailer,3
lourdesgui,tw,retailer,2
lourdesgui,tw,info,1
luch0,tw,info,3
luchianoluqui,tw,info,3
lulilu83,tw,info,3
luzdsq,tw,info,3
"m_aime_m",tw,aseguradora,3
macame8,tw,hashtag,3
maferios7a0,tw,info,3
"mage_delbene",tw,info,3
mamitamumu,tw,info,3
manuelg84,tw,info,3
"mapfre_jinamar",tw,hashtag,3
marcesolegomez,tw,aseguradora,3
margacortesvela,tw,info,3
mariafaletty,tw,aseguradora,3
"mariana_lauram",tw,info,2
"mariana_lauram",tw,retailer,1
marianagunner,tw,info,3
mariariquelme,tw,aseguradora,3
mario8gauthier,tw,aseguradora,3
maroferrari,tw,info,3
martinsmoser,tw,info,3
martinwab,tw,info,2
martinwab,tw,retailer,1
marychuy13,tw,aseguradora,3
matiasparroyo,tw,info,3
matiasreggiardo,tw,info,3
matildemz,tw,info,3
"maxua_t",tw,info,3
mazzeodaniel,tw,info,3
mediaticay,tw,info,3
"mef_plus",tw,info,3
"merfran_",tw,aseguradora,2
"merfran_",tw,info,1
mgrolandi,tw,info,3
mialma5,tw,info,3
mifunayama,tw,aseguradora,3
"miguel929589_rm",tw,aseguradora,3
miviajeseguro,tw,hashtag,3
mmosaici,tw,hashtag,3
moncontreras99,tw,info,3
moreirajosea,tw,info,3
mrfilangie,tw,info,3
muhammaddanmusa,tw,hashtag,3
mwihg,tw,aseguradora,3
"n_persival",tw,info,3
naniver97,tw,info,3
ncariola,tw,info,2
ncariola,tw,retailer,1
neon0610,tw,hashtag,3
neptunook,tw,info,3
nestgo54,tw,info,3
"nibw_es",tw,hashtag,3
njmirantes,tw,info,3
nonsugaradded,tw,info,3
nothanksirs,tw,hashtag,3
noticiasxtra,tw,hashtag,3
nyagainblog,tw,info,3
obregonraqueln1,tw,info,3
obscomprometido,tw,info,3
"olga_ssn",tw,hashtag,3
onairam,tw,info,3
oywuy,tw,info,3
pablok75,tw,info,3
paolaandreadue5,tw,aseguradora,3
paolabellisimo,tw,info,3
papadeagus,tw,info,2
papadeagus,tw,retailer,1
patriseg,tw,info,3
pazminom,tw,hashtag,3
peluz,tw,info,3
pilotosunidosar,tw,info,3
planeando1viaje,tw,info,3
poirierandre1,tw,aseguradora,3
porota59,tw,info,3
prrossello,tw,hashtag,3
ramon3medina,tw,retailer,3
ramuriass,tw,info,3
revolution41157,tw,hashtag,3
ricardorossello,tw,hashtag,3
"robert_deragon",tw,aseguradora,3
rodrigosquetino,tw,aseguradora,3
rodriguezrearte,tw,info,2
rodriguezrearte,tw,retailer,1
ronaldbs7,tw,aseguradora,3
"rosario_vuela",tw,info,3
rovaamonde,tw,info,3
rs4neumaticos,tw,info,3
sabrinapetrino,tw,info,3
sabripasteur,tw,info,3
santiagopoci,tw,info,3
santyenriquez,tw,hashtag,3
scardige,tw,info,3
scbrokerseg,tw,info,3
seguridadlugano,tw,retailer,3
segurosenweb,tw,aseguradora,3
segurostv,tw,hashtag,3
sergioclasema,tw,info,2
sergioclasema,tw,retailer,1
sershus,tw,info,3
sfellero,tw,info,3
silbearis,tw,info,2
silbearis,tw,retailer,1
silvanabuz,tw,info,3
silvathar,tw,retailer,3
silviitapilar,tw,aseguradora,3
sincomillas,tw,hashtag,3
skysportsnews,tw,hashtag,3
smileelf13,tw,hashtag,3
solrizzo,tw,info,3
songbrand,tw,info,3
soyargel,tw,info,3
soyaustral,tw,info,3
soyazafata,tw,info,3
soyseis,tw,info,3
spotlightfrance,tw,aseguradora,3
spotterosario,tw,info,3
"ssn___uss",tw,hashtag,3
"ssn_bk",tw,hashtag,3
"ssn_pon",tw,hashtag,3
"ssn_rma",tw,hashtag,3
sudeasegoficial,tw,hashtag,3
superpiedra,tw,info,3
tefimeier,tw,info,3
tengo1siniestro,tw,hashtag,3
tinchomlf,tw,info,3
"tomas_oneto",tw,info,3
tomeoglo,tw,info,2
tomeoglo,tw,aseguradora,1
touristarg,tw,info,2
touristarg,tw,aseguradora,1
transcordoba,tw,info,3
turcocp,tw,info,3
turiscuriosa,tw,hashtag,3
tute17,tw,retailer,3
ubigallardo,tw,info,3
usmcorpcom,tw,hashtag,3
usuario121212,tw,info,3
velurey,tw,retailer,3
verokostich,tw,info,3
viajeroscopados,tw,info,2
viajeroscopados,tw,retailer,1
vija65,tw,info,3
vinocalcagno,tw,info,2
vinocalcagno,tw,retailer,1
"waanderlust_",tw,info,3
weboar,tw,info,3
yagoyurak,tw,info,3
yesisegovia,tw,retailer,2
yesisegovia,tw,info,1
yoymimochila,tw,info,3
00titulares,tw,hashtag,2
4pagenda,tw,info,2
7cantona87,tw,hashtag,2
886907be0dfe443,tw,aseguradora,2
"___nacho___",tw,info,2
"__lavieenrose",tw,info,2
"_ale_vieira",tw,info,2
"_andremil",tw,info,2
"_carlos_comas",tw,info,2
"_diogo_delgado_",tw,aseguradora,2
"_dolaryesterday",tw,hashtag,2
"_emiliag",tw,info,2
"_francba",tw,info,2
"_guiyo",tw,info,2
"_qbaekhyun92bot",tw,hashtag,2
"_reaper_159",tw,info,2
"_santiagol_",tw,info,2
"_srdr88",tw,hashtag,2
"_srtaazul",tw,info,2
"_travellllllll_",tw,info,1
"_travellllllll_",tw,retailer,1
a2leandro,tw,aseguradora,2
aangir,tw,info,2
"ab_fco_pesantez",tw,hashtag,2
"about_bass",tw,info,2
abrilbugliolo,tw,retailer,2
acalacaett,tw,hashtag,2
acastellano90,tw,retailer,2
acatellani,tw,info,2
"acid_us",tw,info,2
acm20012001,tw,aseguradora,2
addares,tw,hashtag,2
adellagiovanna,tw,aseguradora,2
"adle_jose",tw,info,2
"adrian_valdez01",tw,info,2
adrianaalonsolp,tw,info,2
adrianaborello4,tw,info,1
adrianaborello4,tw,retailer,1
adrianwerthein,tw,info,2
adrimartinez77,tw,info,2
adriveronica1,tw,aseguradora,1
adriveronica1,tw,info,1
adventutravel,tw,retailer,2
afcdu94,tw,aseguradora,2
agoslal,tw,info,2
aguspgr,tw,info,2
aguustinre,tw,info,2
aidantonia,tw,retailer,2
"aivan_zack",tw,info,2
akdjulian,tw,info,2
alanjohnlondon,tw,hashtag,1
alanjohnlondon,tw,info,1
albancandosu,tw,hashtag,2
albertowur,tw,aseguradora,1
albertowur,tw,info,1
"albornoz_ula",tw,hashtag,2
albsandia,tw,aseguradora,1
albsandia,tw,hashtag,1
"ale_marine",tw,info,2
"alecai_86",tw,info,2
alejandraadda,tw,info,2
alejob777,tw,info,2
alejobuya12,tw,info,2
alemadrynn,tw,info,1
alemadrynn,tw,retailer,1
alepque,tw,info,2
alesumusic,tw,hashtag,2
alex1lahaie,tw,aseguradora,2
alexargs,tw,info,2
alexishp9,tw,aseguradora,2
alijofer,tw,aseguradora,2
alitocabj12,tw,info,2
allianceia,tw,hashtag,2
allianzvallecas,tw,hashtag,2
allysotton,tw,info,1
allysotton,tw,retailer,1
alulau,tw,info,2
alvarezp1973,tw,hashtag,2
amandareport,tw,hashtag,2
amolosochentas,tw,info,2
"an_530xd",tw,hashtag,2
anadorg,tw,info,2
analiapastorino,tw,info,1
analiapastorino,tw,retailer,1
anamariaifran,tw,retailer,2
anamariselajc,tw,aseguradora,2
andreaia4,tw,info,2
andreapm1717,tw,hashtag,2
andres3020,tw,info,2
andresyacovich,tw,info,2
andrubep,tw,info,2
angeeliqaaa,tw,aseguradora,2
angelrojases,tw,info,2
angelyvino,tw,info,2
angieabhank,tw,info,2
"anita_berta",tw,aseguradora,2
anitanifunifa,tw,info,2
anitaviola,tw,info,2
annchildersmd,tw,hashtag,2
"anne_estesia",tw,info,2
annetricia2000,tw,hashtag,2
antoherminia,tw,retailer,2
antoocostantino,tw,info,2
apennigian,tw,info,2
"ar_mau",tw,info,2
arbolave,tw,info,1
arbolave,tw,retailer,1
"arcap_",tw,info,2
arecoaires,tw,info,2
argenti51063331,tw,info,2
"ariel_bernat",tw,aseguradora,1
"ariel_bernat",tw,retailer,1
arielaa3g,tw,info,2
arieldiaco,tw,info,2
arielhre,tw,aseguradora,2
arisbourlot,tw,info,2
arnauddabzac,tw,aseguradora,2
arpisella,tw,info,2
arwenekaitza,tw,aseguradora,2
"asara_ssn",tw,hashtag,2
ascenciovela,tw,info,2
"asea_arg",tw,info,2
assmcaonline,tw,hashtag,2
augustosaracco,tw,info,2
aurelienmuzard,tw,aseguradora,2
avalentinat,tw,info,2
avbbame,tw,info,2
aviadorhalcon,tw,info,2
"aviones_escala",tw,info,2
aycecil,tw,info,2
azbrokersarg,tw,info,2
azcaratefer,tw,info,2
b47c85080191461,tw,aseguradora,2
babelio2,tw,aseguradora,2
baktanya,tw,aseguradora,2
barbieniemann,tw,info,2
bardimario,tw,info,2
bastadealambre,tw,info,2
bbdard,tw,aseguradora,2
"beatrice_mendez",tw,info,2
beatriztourn,tw,aseguradora,2
beatstraveler,tw,retailer,2
belamacchia,tw,aseguradora,2
belumeichtry1,tw,info,2
"berdu_mario",tw,retailer,2
blasbenitez18,tw,aseguradora,2
bnppcardifit,tw,hashtag,2
bogotasinmiedo,tw,aseguradora,2
"borders_life",tw,hashtag,2
bornetphilippe,tw,aseguradora,2
bridgetteallan,tw,hashtag,2
bringbacksawyer,tw,hashtag,2
bubibuchibu,tw,info,1
bubibuchibu,tw,retailer,1
"c_pantalon",tw,aseguradora,2
calculatuseguro,tw,hashtag,2
"camille_ssn",tw,hashtag,2
camilo5712,tw,aseguradora,2
candesand,tw,aseguradora,2
capicave,tw,retailer,2
capitanintriga,tw,info,2
capitannacho1,tw,aseguradora,2
cardiflab,tw,hashtag,2
"cardinal_mela03",tw,aseguradora,2
caribbeanrivers,tw,hashtag,2
carinagvr,tw,info,1
carinagvr,tw,retailer,1
carito11223344,tw,info,2
"carla_vitalesoy",tw,aseguradora,2
carlos72723608,tw,info,2
"carlos_tmk",tw,hashtag,2
carlosjaureche,tw,info,2
"carn_4",tw,aseguradora,2
caroladerobin,tw,retailer,2
carolegui,tw,aseguradora,2
caruchy,tw,info,2
castellanosdos,tw,hashtag,2
castillofabianx,tw,aseguradora,2
catucchino,tw,retailer,2
ccendra,tw,retailer,2
"cci_network",tw,hashtag,2
ceciliaicura,tw,info,2
cecituits,tw,info,2
"celeste_gilles",tw,retailer,2
celestedarosa16,tw,aseguradora,2
cesarescola,tw,info,2
cesvi,tw,info,2
cghtrichamp,tw,info,2
chamorrofossati,tw,info,2
"chan_nav",tw,hashtag,2
chaque84,tw,aseguradora,2
"charliefellows_",tw,hashtag,2
chechirossi,tw,info,2
chefpacoalmeida,tw,info,2
chelostereo,tw,info,1
chelostereo,tw,retailer,1
chepacandela111,tw,hashtag,2
chinoalbertoni,tw,info,2
chiro86,tw,info,2
"chivi_lm",tw,info,2
christianicr25,tw,aseguradora,2
christianmareco,tw,aseguradora,2
"christophe_loup",tw,hashtag,2
chvitale,tw,info,2
citronellas,tw,info,2
claricupcake,tw,info,2
clarirujinsky,tw,info,2
clauchez,tw,info,2
claudiajudithp,tw,info,2
clavulanicacid,tw,info,2
clocclo,tw,info,2
clubaloficial,tw,aseguradora,2
congoavenir1,tw,aseguradora,2
constan06753706,tw,info,2
corollefrancine,tw,aseguradora,2
coteroaponte,tw,hashtag,2
cotylocurto1,tw,info,2
crismegna,tw,info,2
"crispy_csb",tw,info,2
crisstiansca,tw,info,2
cristiaanrock,tw,info,2
"cristiangs_",tw,info,2
"ct_pet",tw,retailer,2
cutthelawn,tw,hashtag,2
cutuaxis,tw,info,2
czegarran,tw,aseguradora,2
d3xt3r77,tw,info,2
dacar59,tw,aseguradora,2
damianlencina7,tw,info,2
damscarolina,tw,hashtag,1
damscarolina,tw,info,1
danidini,tw,info,2
danielasechi91,tw,aseguradora,2
daniellaviolet6,tw,aseguradora,2
danitaperrone,tw,info,2
dante50247204,tw,retailer,2
danytoloza3,tw,aseguradora,2
dario1502,tw,info,2
daropellegrini3,tw,aseguradora,2
davidferrara35,tw,aseguradora,2
dcerono,tw,info,2
debbieorlansky,tw,info,2
debrinonoel,tw,aseguradora,2
demazerolles,tw,aseguradora,2
denycardinal,tw,aseguradora,2
derrotadigna,tw,retailer,2
"despiertaviaja_",tw,info,2
destargentina,tw,info,2
dgbustos,tw,info,2
dgendvil,tw,hashtag,2
didiermulowa,tw,aseguradora,2
diegobussi87,tw,info,2
diegofitipaldi,tw,info,2
dioceseparis,tw,aseguradora,2
"direct_congo",tw,aseguradora,2
dirgoe,tw,info,1
dirgoe,tw,retailer,1
discostew66,tw,hashtag,2
djiboo30,tw,aseguradora,2
dominiquedufils,tw,aseguradora,2
donandonandonan,tw,info,2
dosatomoslocos,tw,info,2
dpabloc,tw,hashtag,2
drcasabe,tw,info,2
duguayg,tw,aseguradora,2
duran062,tw,info,2
eaglemchng,tw,hashtag,2
eapp0105,tw,hashtag,2
ebeb197070,tw,info,2
ecortuso,tw,aseguradora,2
ecosdemike,tw,retailer,2
ecovisiones,tw,aseguradora,2
edadmartinez,tw,info,2
edgardo222,tw,aseguradora,2
edgardo58186582,tw,info,2
eduardo01598807,tw,aseguradora,1
eduardo01598807,tw,info,1
eduardorflorio,tw,aseguradora,2
edudaiz,tw,aseguradora,2
ekallestad,tw,info,2
"el_aire_en_24",tw,info,2
elbar6,tw,info,2
elchirivin,tw,aseguradora,2
elcotur86,tw,retailer,2
eldanyamaya,tw,info,2
elenamguti,tw,info,2
elfatiprod,tw,info,2
eliniux,tw,info,2
elizabetgomez16,tw,aseguradora,2
"elliot_steadman",tw,hashtag,2
elluquillo,tw,info,2
elojodestella,tw,aseguradora,2
elrafaargentino,tw,info,2
emakant,tw,info,2
emanuelparodi,tw,info,2
emijudurcha,tw,info,2
emipatoalvarez,tw,info,2
emision1,tw,aseguradora,2
emperatrizvm1,tw,hashtag,2
"eng_hc",tw,hashtag,2
enricovik,tw,aseguradora,2
enriquevp,tw,aseguradora,2
enzitobrc,tw,info,2
enzooivan,tw,info,2
eorachefacciamo,tw,info,2
epaeronavegante,tw,info,2
epucimapozzo,tw,info,2
erablelapointe,tw,aseguradora,2
erafle,tw,hashtag,2
erix2604,tw,info,1
erix2604,tw,retailer,1
erod51ahoraes,tw,hashtag,2
erpayo,tw,aseguradora,2
esau2fr,tw,aseguradora,2
esnoticiapr,tw,hashtag,2
"estamosseguros_",tw,hashtag,1
"estamosseguros_",tw,info,1
estapersonita,tw,info,2
estebanbianchi,tw,info,2
estilogaby,tw,info,2
eugeconi,tw,info,1
eugeconi,tw,retailer,1
"eugefer_3",tw,retailer,2
euginpico,tw,info,2
"exequiel_r",tw,info,2
expertiaseguros,tw,hashtag,2
fabianzarza,tw,aseguradora,2
fabiomartin81,tw,aseguradora,2
fabriglibo,tw,info,2
"facu_locas",tw,aseguradora,2
facuaranafans,tw,aseguradora,2
facundoc9,tw,info,2
facusalinas77,tw,info,2
fafitalia,tw,aseguradora,2
falbertonorieg1,tw,aseguradora,2
faspain,tw,aseguradora,2
favegas,tw,info,2
fbucchi,tw,info,2
fcuccuru,tw,info,2
"fede_padin",tw,info,2
"fede_salazar",tw,info,2
federic80124621,tw,retailer,2
federicolevin,tw,aseguradora,2
fedeullua94,tw,retailer,2
"fer_run",tw,info,2
ferayacity,tw,aseguradora,1
ferayacity,tw,info,1
"fergomez_vdp",tw,info,2
ferjacquet,tw,info,2
ferlollini,tw,info,2
fermartinezmdq,tw,info,2
fernandodiego57,tw,info,2
fernanmontiel,tw,info,2
fernetmendocina,tw,info,2
fernoguera12,tw,info,2
ferpesc,tw,aseguradora,1
ferpesc,tw,info,1
ferraritincho,tw,info,2
fersolu,tw,aseguradora,2
fervitaliti,tw,info,2
ffautrad,tw,aseguradora,2
fiatcseguros,tw,hashtag,2
"fic_pr",tw,aseguradora,2
"fipr_",tw,info,2
fixjav,tw,info,2
fjarach,tw,info,2
flanfranco1987,tw,info,2
floopi,tw,info,2
florcitarnr,tw,retailer,2
flormascaro,tw,info,2
flydreamergolf,tw,info,2
flylatinamerica,tw,info,2
fmarianoa,tw,info,2
fortincl,tw,aseguradora,2
"fran_2042",tw,info,2
francisleons,tw,hashtag,2
francofredes87,tw,aseguradora,2
francotrenrojo,tw,info,2
franmendiverri,tw,info,2
franmvila,tw,aseguradora,2
freddymag007,tw,info,1
freddymag007,tw,retailer,1
fromktothep,tw,hashtag,2
fsatenas869,tw,info,2
fsrconsultores,tw,info,2
fsspxfr,tw,aseguradora,2
"fundacion_orp",tw,info,2
furisforkillers,tw,aseguradora,2
"g_r_franco",tw,info,2
gabispinelliok,tw,info,2
"gabo_eilers",tw,info,2
gabrielangio,tw,info,2
gabrielsreisen,tw,info,1
gabrielsreisen,tw,retailer,1
"gabser_",tw,info,2
gaby79fte,tw,info,2
"gaby_rabellino",tw,info,2
gabyrubinstein,tw,info,2
gadmli,tw,aseguradora,2
"gagan_78",tw,info,2
"galactik_owl",tw,info,2
galantec,tw,aseguradora,2
galtongreg,tw,hashtag,2
ganafa51,tw,hashtag,2
gapfb,tw,info,2
garciajairo,tw,hashtag,2
gastluna10,tw,info,2
gastonga83,tw,info,2
gastonorrantia,tw,aseguradora,2
"gb_gbernard",tw,aseguradora,2
genengnetwork,tw,hashtag,2
geneviveroussea,tw,aseguradora,2
"gerard_kieffer",tw,aseguradora,2
gerparedes89,tw,info,1
gerparedes89,tw,retailer,1
gfinoquetto,tw,info,2
giftedyabour,tw,hashtag,2
giideviaje,tw,retailer,2
gimimonti,tw,info,1
gimimonti,tw,retailer,1
gintegroseguros,tw,aseguradora,2
giraldoramiro1,tw,aseguradora,2
gireyb,tw,hashtag,2
gisesuar,tw,info,2
gjamdz,tw,info,2
glacoca,tw,hashtag,2
"gloria_a19",tw,info,2
gonapag,tw,info,2
gonzastp,tw,info,1
gonzastp,tw,retailer,1
gonzoelbonzo,tw,info,1
gonzoelbonzo,tw,retailer,1
gptop2,tw,info,2
"gra_roxy",tw,info,2
gracepaia,tw,info,2
graciasliomessi,tw,retailer,2
gravelmatin,tw,aseguradora,2
"graxel_77",tw,info,2
grinbod,tw,info,2
gronedekokoro,tw,aseguradora,2
grvpdp,tw,aseguradora,1
grvpdp,tw,hashtag,1
guiamachupicchu,tw,hashtag,2
guidoadrian,tw,retailer,2
gullotony,tw,info,2
gumede783,tw,hashtag,2
gusandrade75,tw,info,2
gusbasaldua,tw,info,2
gusfg,tw,info,2
"gusj_arg",tw,info,2
gustav084,tw,info,2
gusti260259,tw,info,2
gusty767,tw,info,2
hadock01,tw,info,2
halejal,tw,info,2
hangarx,tw,info,2
harrylpg,tw,info,2
hatchesupt,tw,info,2
heads9104,tw,aseguradora,2
helocruz,tw,hashtag,2
helvetiatgna,tw,hashtag,2
henryantiguo,tw,aseguradora,2
hernangaggietta,tw,info,2
hernangoldin,tw,aseguradora,1
hernangoldin,tw,info,1
hernanlirio,tw,aseguradora,2
heruarias,tw,info,2
highlifeteam,tw,retailer,2
hotelcasablanca,tw,hashtag,2
hugoasilva,tw,info,2
hussmax,tw,retailer,2
iarestaldi,tw,info,2
ibettercallsaul,tw,info,2
icimontreal,tw,aseguradora,2
idominguez59,tw,info,2
ikiringerdina,tw,aseguradora,2
ilanoxvi,tw,hashtag,2
"ilda_cerron",tw,info,2
indu1450,tw,hashtag,2
inesa15,tw,info,2
infopasseguros,tw,hashtag,1
infopasseguros,tw,info,1
informeoperador,tw,aseguradora,2
infotucumanos,tw,info,2
insuretechlatam,tw,info,2
intelligentins,tw,hashtag,2
irepicio,tw,info,2
isaacveloso3,tw,hashtag,2
isabelcorcoran5,tw,aseguradora,2
ismaelricofla,tw,hashtag,2
"its_ssn",tw,hashtag,2
"itz_asedami",tw,hashtag,2
ivanatigre,tw,info,2
"ivi_monte",tw,info,2
"ivo_decarlis",tw,retailer,2
jacvvader,tw,hashtag,2
"javcos__",tw,info,2
javiercua,tw,info,2
javierdevilla,tw,info,2
javiriotorto,tw,info,2
jaypicandet,tw,info,2
"jazminpats1_lsq",tw,info,2
"jean_paul_felix",tw,hashtag,2
jeanphilipguy,tw,aseguradora,2
jermeiister,tw,info,2
jessyrico,tw,aseguradora,2
jesuslopezgambi,tw,info,2
jesusoswaldo,tw,info,2
"jggv34_ls",tw,info,2
jguastini,tw,info,2
jhon4tn,tw,aseguradora,2
"jill_jtc",tw,hashtag,2
jlcendrero,tw,hashtag,2
jmarinpu,tw,hashtag,2
jmsperaa,tw,aseguradora,2
"jnp_on",tw,hashtag,2
"jo_sandobal",tw,info,2
jobsperu,tw,hashtag,2
johnborja84,tw,aseguradora,1
johnborja84,tw,info,1
jonyalbelo,tw,hashtag,1
jonyalbelo,tw,info,1
jonyx4,tw,info,2
jorbusico,tw,aseguradora,2
jorgemarchesin,tw,retailer,2
jorgemg23,tw,info,2
jose69fco,tw,info,1
jose69fco,tw,retailer,1
josetvller,tw,info,2
joxeneize90,tw,info,2
"jp_arg",tw,info,1
"jp_arg",tw,retailer,1
jplante65,tw,aseguradora,2
jpmaverick,tw,info,2
jsavino,tw,info,2
juancaraimundo,tw,aseguradora,2
juaniglesias75,tw,aseguradora,2
juanmablancog,tw,hashtag,2
juanmaoyt,tw,info,1
juanmaoyt,tw,retailer,1
juanrenzacci,tw,info,2
juansaiburo,tw,info,2
juanver44,tw,hashtag,2
judithf81,tw,info,2
"juju_rja",tw,hashtag,2
juliaferrerm,tw,hashtag,2
julieguia,tw,info,2
julionadalcasas,tw,info,2
julisoyyo,tw,info,2
julito08626441,tw,retailer,2
junisan63,tw,aseguradora,2
juradomata,tw,hashtag,2
justmilliecba,tw,info,1
justmilliecba,tw,retailer,1
jyt75,tw,aseguradora,2
kaloukalama,tw,aseguradora,2
kareninadr,tw,info,2
karime23233,tw,hashtag,2
karlha16,tw,info,2
karlof11,tw,info,2
karososa168,tw,info,2
karrodriguez90,tw,retailer,2
"kate_bateson",tw,hashtag,2
kathdrib,tw,info,2
kenafdez,tw,info,2
kentuckysuzanne,tw,hashtag,2
kikuchigala,tw,aseguradora,2
